id,tweet,processed_tweet,emotion
4945,Día 8 de bloqueo,día bloqueo,happy
4946,_19 tiene un efecto directo sobre la producción de aviones sobre la oferta en el mercado de la aviación se va a sentir en este momento de la vida y ‘s deben volver a estudiar la capacidad de producción y tener una curva saludable a una oferta y la demanda tácticas,tener efecto directo producción avión oferta mercado aviación ir sentir momento vida deber volver estudiar capacidad producción tener curva saludable oferta demanda táctico,happy
4947,"""\""El goberladron @EnriqueAlfaroR juntando empleados de gobierno y a sus familias en medio del rebrote de la pandemia...para hablar de la pandemia,y culpar a otros como @HLGatell de su fracaso. Ah pero resulta que el que es \\\""irresponsable\\\"" es @lopezobrador_ . https://t.co/mVUnDZVtsq\""""",juntar empleado gobierno familia medio rebrote pandemia hablar pandemia culpar fracaso ah resultar ser irresponsable ser,angry
4948,"Donald Trump etiquetas de los peniques de Mike como ""calmante"" en una lista de todos los seres en este y en todos los universos paralelos peniques de Mike está en el fondo cuando se trata de ""calmante""",etiqueta penique calmante lista ser universo paralelo penique fondo tratar calmante,angry
4949,"""\""Mientras se profundiza la crisis del #COVID19 en India, la angustia y desesperanza se desarrollan en tiempo real a través de Twitter. Como el periodista hindú con #COVID19 que ningún hospital aceptó, tuiteó pidiendo ayuda urgente, pero nunca llegó y murió. https://t.co/kZ3fDRDO2W\""""",mientras profundizar crisis covid india angustia desesperanza desarrollar tiempo real través periodista hindú covid ninguno hospital aceptar tuitear pedir ayuda urgente nunca llegar morir,sad
4950,Gobierno de Delhi debe pedir una aclaración de hasta Gobierno por escrito dónde están estos 100 autobuses de hasta qué Gbno trabajado para sabotear modiji es poco tarde pero brillante etapa de completa,gobierno deber pedir aclaración gobierno escrito dónde autobús trabajado sabotear ser poco tarde brillante etapa completo,sad
4951,"""\""Go Corona Go !!! https://t.co/w9vkiq199m\""""",corona,not-relevant
4952,rompiendo en la UNESCO declara el bloqueo indio como el mejor bloqueo en el mundo jamaat tabligi nominado para el prestigioso premio nobel de la paz por su capítulo nizamuddin orgulloso de ser indio,romper declara bloqueo indio mejor bloqueo mundo nominado prestigioso premio nobel paz capítulo orgulloso ser indio,happy
4953,esto tiene que ser la mayor mierda cualquiera puede leer hoy agradar a Dios lo effing fe al que pertenece por favor nos da un descanso que se trata de una corona severa ninguno de gilipollas no pudo hacer una pequeña cogida sobre ef favor de Dios te absorbe ...,tener ser mayor mierda cualquiera poder leer hoy agradar dios fe pertenecer favor dar descanso tratar corona severo ninguno gilipolla no poder hacer pequeño cogida ef favor dios absorber,angry
4954,| es la ciudad oficialmente libre y la celebración continúa,ser ciudad oficialmente libre celebración continúar,happy
4955,"""\""Fernando Simon intentando predecir la evolución de la pandemia es como el típico chaval que va a la ruleta y no acierta ni un número\""""",intentar predecir evolución pandemia ser típico chaval ir ruleta no acertar número,angry
4956,"""\""Pensé q era yo!!! Dios es como volver al principio de la pesadilla!!🥴😥😥 https://t.co/vqTt1uczUb\""""",pensar ser dios ser volver principio pesadilla tristeza tristeza,sad
4957,estoy en lonavala desde LockDown 1 0 Ahora quiero ir a Mumbai mi hogar ¿Necesito un pase electrónico para los viajes de nuevo por favor ayuda,ahora querer ir hogar necesitar pase electrónico viaje nuevo favor ayuda,sad
4958,"""\""La Ministra de Defensa ha dicho que la causa de la muerte del Militar se ha debido a la administración de la vacuna Aztra.. \\nPero a continuación dice: \\\"" Hay que Vacunarse\\\"", más o menos, al que le toque le tocó.\""""",ministra defensa haber decir causa muerte militar haber deber administración vacuna continuación decir haber vacunar menos tocar tocar,angry
4959,"de mano de obra calificada en la India está llamada a ser la característica definitoria de este fábricas despedido a más personas en mayo (mayor tasa de pérdida de empleos en 15 años) que en abril, cuando estaba en pleno vigor encuesta PMI manufacturero reducción de ...",mano obra calificado india llamado ser característica definitorio fábrica despedido persona mayo mayor tasa pérdida empleo año abril pleno vigor encuesta manufacturero reducción,sad
4960,"""\""Situación del COVID 19 a 18 de Enero 2021 en varios países. https://t.co/1rYlZ6wXjS\""""",situación covid enero varios país,not-relevant
4961,"4 trabajadores del hospital en Delhi sucumbieron a _19india en los últimos 3 días 1 trabajador lío de AIIMS 2 ex medicina artesa de AIIMS 3 miembros del personal de enfermería del hospital de kalra supervisor de saneamiento 4 de AIIMS nuestras más sentidas condolencias, pero de _crore según lo propuesto por u señor",trabajador hospital sucumbir india último día trabajador lío ex medicina artesa miembro personal enfermería hospital supervisor saneamiento condolencia según propuesto u señor,sad
4962,"Sí, porque continuó la libertad de movimientos de la UE ayudará a detener el coronavirus",continuar libertad movimiento ayudar detener coronavirus,angry
4963,"""\""Pero vamos a puto ver. Que es una VACUNA, no te mandan a Chernobyl. https://t.co/hhEiyNQynx\""""",ir puto ver ser vacuna no mandar,angry
4964,"""\""#YoSINAyuso #4MayoVotaParaEcharlos fuera @ppmadrid 25 años de corrupción y mentiras https://t.co/gHQIMkycV2\""""",ser año corrupción mentira,angry
4965,"""\""estar de vacaciones y no saber que hacer y no poder hacer nada por el covid, no mola\""""",vacación no saber hacer no poder hacer covid no molar,sad
4966,"""\""12 de mayo. Día mundial de la enfermería. Desde la Facultad de Ciencias de la Salud queremos reconocer el enorme esfuerzo que ha realizado este colectivo para frenar la pandemia. Gracias por vuestros cuidados, profesionalidad y vocación. #DiaMundialdelaEnfermeria https://t.co/Ne6Cg0nzEC\""""",mayo día mundial enfermería facultad ciencia salud querer reconocer enorme esfuerzo haber realizar colectivo frenar pandemia gracias cuidado profesionalidad vocación,happy
4967,muchas gracias a los que ser humano que están trabajando y ayudando mientras que nuestro país está bloqueado debido a covid 19 realmente me quito el sombrero dios bendiga a ustedes jai jai hind India Maharashtra triangular_flag,mucho gracia ser humano trabajar ayudar mientras país bloqueado debido covid realmente quitar sombrero dios bendecir india triangular,happy
4968,"ja, lo que es mejor el hecho de que no sólo trataron de ganancia sobre el coronavirus sino también trataron de atornillar sus propios neighboors que perdieron sus hogares y vidas en el tornado que lo hace mejor",ja ser mejor hecho no sólo tratar ganancia coronavirus sino tratar atornillar propio perder hogar vida tornado hacer mejor,angry
4969,"""\""El #ADN de #FakeNews día #Libertad Expresión #DEFECANDO misma #manipulación ; #xunta y #sergas  #esfuerzo \\n@xunta #funcionpublica @XuntaVice #Galicia #Pontevedra #Sanidad #SERGAS #Xunta #Coronavirus #COVID19 @populares https://t.co/JzgNlMSsYA https://t.co/8wCPZfyf5h\""""",día libertad expresión defecar mismo manipulación esfuerzo sanidad coronavirus covid,angry
4970,"""\""AY FKSVDKAHFBSKD LE DIJE A LA PROFE \\\""bueno,,,,en la cuarentena comencé a ver anime\\\"" Y ME DIJO, \\\""te viste Naruto?\\\"" PROFE LO DEJÉ AL CAPITULO 25 PQ ME DIÓ PAJA\""""",ay decir profe bueno cuarentena comenzar ver anime decir ver profe dejar capitulo paja,not-relevant
4971,"likeee puedo encontrar un negro real, antes de que este virus de la corona me mate",poder encontrar negro real virus corona matar,fear
4972,a la perra sumn n de Atlanta con el coronavirus que permiten mi abuela n tía consiguen i viniendo a coger algo de mierda con extremo prejuicio,perra coronavirus permitir abuela tía conseguir venir coger mierda extremo prejuicio,angry
4973,"""\""Juventudes Peronistas: la grieta y la pandemia https://t.co/IDSlTbR6YD\""""",juventud peronista grieta pandemia,not-relevant
4974,"""\""Primero inventa el Covid y ahora se divorcia? 😲 https://t.co/KLULElD3h8\""""",primero inventar covid ahora divorciar,surprise
4975,todavía hay algo de vida en la hoja ... ...,todavía haber vida hoja,happy
4976,"""\""Los tenistas y el agitado final de su cuarentena estricta https://t.co/BjcwWL64Jv #welovetennis\""""",tenista agitado final cuarentena estricto,not-relevant
4977,"""\""Un nuevo estudio con anticuerpos monoclonales avanza resultados esperanzadores mientras que otra investigación detecta anticuerpos contra el virus un año después en pacientes que han superado la enfermedad.\\n\\nhttps://t.co/c9k2Z4C25l\""""",nuevo estudio anticuerpo monoclonal avanzar resultado esperanzador mientras investigación detectar anticuerpo virus año después paciente haber superar enfermedad,happy
4978,"""\""Ese es un foco de covid 19 que se riega por toda caracas https://t.co/IzlkbWRlDQ\""""",ser foco covid regar caracas,sad
4979,coronavirus fiasco de la economía va a bc mierda de ella Trump probable elección re 2020 parece prometedor,coronavirus fiasco economía ir mierda probable elección re parecer prometedor,angry
4980,"""\""No es la Aerolínea la que cuesta.  ....es el sindicato😉 https://t.co/Xkzi55blQb\""""",no ser aerolínea costar ser sindicato felicidad,not-relevant
4981,Este bloqueo es extra duro con su salud mental cuando usted es un overthinker que necesita constantemente distracciones para no sentirse triste y solitario) _19,bloqueo ser extra duro salud mental usted ser necesitar constantemente distracción no sentir triste solitario,sad
4982,"""\""Las nuevas variantes del virus se enfrentan a los más de 100 millones de personas que ya han pasado la covid https://t.co/E33RA0wCKD vía @elpais_america\""""",nuevo variante virus enfrentar millón persona haber pasar covid vía,not-relevant
4983,oficialmente Ipoh Kinta bloqueo,oficialmente bloqueo,happy
4984,"""\""- No quiero ponerme tal vacuna, no vaya a ser yo uno de los cien mil... Oye, que me voy a comprar tabaco, que a mí no me va a enfermar, ni muchos menos matar, y a comprar un número en Doña Manolita, que ahí es donde siempre toca -\\n\\nLAS MATEMÁTICAS BIEN, ¿NO, PAISANOS?\""""",no querer poner tal vacuna no ir ser cien mil oír ir comprar tabaco no ir enfermar mucho menos matar comprar número doña ahí ser siempre tocar matemática bien no paisano,angry
4985,Te aconsejo sólo para comer alrededor de la gente que conoces si el estrangulador de nadie que le da la Heimlich,aconsejar sólo comer alrededor gente conocer si estrangulador nadie dar,angry
4986,"""\""La campaña de vacunación contará con un segundo punto en ‘La Libertad’ y una app para inscribirse https://t.co/HTmdyHNEl1\""""",campaña vacunación contar segundo punto ap inscribir,happy
4987,"respetado cm señor como el gráfico corona se inclinaba amablemente considerar% de bloqueo 100, excepto la asistencia sanitaria, el 5 6 10 11 y 12 de abril para crear un pequeño vacío en la corona propagación de tn ya que la gente no cooperan sin darse cuenta de la gravedad del impacto siguiente",respetado cm señor gráfico corona inclinar amablemente considerar bloqueo excepto asistencia sanitario abril crear pequeño vacío corona propagación gente no cooperar dar cuenta gravedad impacto siguiente,happy
4988,"""\""Al Valhalla no han llegado vacunas... pero @CoronaVid19 tampoco. Esta feo discriminar a las religiones no mayoritarias\""""",no haber llegar vacuna tampoco feo discriminar religión no mayoritario,angry
4989,"""\""Que nunca nos falte mamá y sus experimentos Anti-Covid.\""""",nunca faltar mamá experimento anti covid,not-relevant
4990,hilo i soy un tablero médico certificado en el trabajo de la medicina i interna en un hospital de la comunidad (afiliado a un sistema principal hospital universitario) en una zona próspera de un estado rojo en los sustos coronavirus del Medio Oeste a la mierda fuera de mí,hilo ser tablero médico certificado trabajo medicina interno hospital comunidad afiliado sistema principal hospital universitario zona próspero rojo susto coronavirus medio oeste mierda,fear
4991,"""\""Con covid o sin él lo único que no cambio es la upo no cogiendo nunca el teléfono heribdrijvgv\""""",covid único no cambiar ser upo no coger nunca teléfono,angry
4992,incluso los perros consiguen su coronavirus canino vacuna de dosis como cachorros el término ha sido de alrededor de una parada desde hace mucho tiempo de ser tan ignorante de mi bondad,incluso perro conseguir coronavirus canino vacuno dosis cachorro término haber ser alrededor parada hacer mucho tiempo ser ignorante bondad,angry
4993,"""\""Los contagios en las residencias de mayores caen a cero en cinco comunidades tras la vacunación https://t.co/tzCTau6zIM a través de @el_pais \\n\\nLa mejor noticia en lo que llevamos de 2021, sin duda.\""""",contagio residencia mayor caer cero cinco comunidad tras vacunación través mejor noticia llevar duda,happy
4994,"""\""Por un #envejecimiento #saludable a pesar del #COVID19 El paciente #anciano se ha visto particularmente afectado por el #Covid_19 @SEMERGENap @seggeriatria @semeg_es #Salud #medicine @PacientSemergen #elderly  Promoting Healthy Aging During COVID‐19 https://t.co/dnCZwuQJIl\""""",envejecimiento saludable pesar covid paciente anciano haber ver particularmente afectado covid salud medicine,sad
4995,"""\""Así no más https://t.co/ya6XgzYMFn\""""",así no,sad
4996,"""\""Apestáis una poquita con el 8M el 8M el 8M y llevamos toda la puta pandemia aguantando a la gente con las banderitas por la calle venga manifestación tras manifestación, pero ahhhhh es que el 8M\""""",apestar llevar puto pandemia aguantar gente calle venir manifestación tras manifestación ah ser,angry
4997,gracias por sus palabras de aliento a su apoyo y motivación fortalece nuestra determinación de servir al pesar de las circunstancias adversas / ypomtl1g9b,gracia palabra aliento apoyo motivación fortalecer determinación servir pesar circunstancia adverso,happy
4998,"buen trabajo, señor nadie puede olvidarse de las obras Ossam para este momento crucial covid 19",buen trabajo señor nadie poder olvidar obra momento crucial covid,happy
4999,"""\""Este rabino no deja títere sin cabeza. Es muy fuerte lo suyo. Pobre desgraciado.\\n\\nUn rabino ultraortodoxo apunta que la vacuna del coronavirus provoca que la gente se vuelva gay via @El_Plural https://t.co/ILWLnwmmCq\""""",rabino no dejar títere cabeza ser mucho fuerte pobre desgraciado rabino apuntar vacuna coronavirus provocar gente volver gay,angry
5000,usted es el único que dormir si estaban despiertos las muertes covid19 habrían sido mucho menos pic Twitter com / ejwcjfazeh,usted ser único dormir si despierto muerte covid haber ser mucho menos,sad
5001,"""\""Amigo entiende que estamos en pandemia no puedes andar saliendo cada que se te de la gana\""""",amigo entender pandemia no poder andar salir cada dar gana,angry
5002,"""\""TVE ilustra con fotos de la princesa Leonor y su hermana Sofía la vacunación anticipada de las hermanas del rey\\nSe estaba criticando la supuesta vacunación anticipada de Elena y Cristina, pero aparecían Leonor y Sofía. https://t.co/fLobD2YQ2n\""""",ilustrar foto princesa hermana vacunación anticipado hermana rey criticar supuesto vacunación anticipado cristina aparecer,not-relevant
5003,buenas noticias de los pacientes covid19 diez en gurugram distrito 9 personas han recuperado totalmente,buena noticia paciente covid diez distrito persona haber recuperar totalmente,happy
5004,"que ji ji ji gracias por la organización de la cama por la NSCI para el papá de mi amigo que se puso a prueba covid + ve agradecimiento especial a ji para la toma de seguimiento hasta su tío estaba alloted con cama aunque era tarde por la noche, gracias por el apoyo ji",ji ji ji gracia organización cama papá amigo poner prueba covid ver agradecimiento especial ji toma seguimiento tío cama aunque ser tarde noche gracia apoyo ji,happy
5005,"""\""Ahora\\nEl Presidente Sánchez\\nLos nuevos presupuestos. No son ni debemos prórrogar los presupuestos del 2018 Ni debemos usarlo; porque no valen. Para, está pandemia\\n@PabloIglesias. yo vengo a hablar de mi libro.\\n\\n#LaHoraDeArrimada \\n@InesArrimadas Pensando; Pablo es gilipo..\""""",ahora presidente nuevo presupuesto no ser deber presupuesto deber usar no valer pandemia venir hablar libro pensar ser,angry
5006,"""\""Falsear datos sobre DDJJ no es delito?? JxC emitió un comunicado denunciando funcionarxs del FdT q recibieron la vacuna cuando se dieron las explicaciones pertinentes. ADEMÁS... No es un poco machista reconocer a una mujer por su pareja y no por su trayectoria política?\""""",falsear dato no ser delito emitir comunicado denunciar recibir vacuna dar explicación pertinente además no ser poco machista reconocer mujer pareja no trayectoria político,angry
5007,"primera línea en el NHS hablado con un funcionario de uno de los mayores grupos de atención puesta en servicio (en una ciudad Inglés grande) Gobierno dice NHS conseguirán ""lo que sea necesario"", pero oficial dice que están luchando para hacer frente a la demanda en este momento sólo uno ccg pero fuente dice problemas son comunes",primero línea hablado funcionario mayor grupo atención puesta servicio ciudad inglés grande gobierno decir conseguir ser necesario oficial decir luchar hacer frente demanda momento sólo fuente decir problema ser común,fear
5008,Ann Coulter en China y televisores baratos gripe caro,china televisor barato gripe caro,fear
5009,La persona habló de mr Ministerio de Salud Agarwal transmitió que el plasma no es el tratamiento para covid y ITBIS también un acto ilegal es que no se opongan a su mensaje por qué ser tomada en plasma cuando es ilegal y no sirve de nada,persona hablar ministerio salud transmitir plasma no ser tratamiento covid acto ilegal ser no oponer mensaje ser tomar plasma ser ilegal no servir,angry
5010,"""\""Verónica Weffer, la venezolana que viaja por el mundo en medio de la pandemia 😷✈️ https://t.co/4eybB0lkp0\""""",verónico venezolana viajar mundo medio pandemia,not-relevant
5011,"Hace unos días dijo que las tiendas se mantienen abiertas 24x7 para evitar si no se mete el caso, ya que no son trabajadores no trata a sus msg PPL dispuestos a cumplir con el aislamiento en un pl infantiles manera es como para atacar a temperatura ambiente a la vida ...",hacer día decir tienda mantener abierto evitar si no meter caso no ser trabajador no tratar pl dispuesto cumplir aislamiento pl infantil manera ser atacar temperatura ambiente vida,sad
5012,¿Puedo mover sobre lol mi gov negó la asignación 5k para las personas en paro debido a la ah bien la industria de viajes está muerto por lo que incluso si me invitan a moverse allí que iba a necesitar una máquina fricking llegar,poder mover negar asignación persona paro debido ah bien industria viaje muerto incluso si invitar mover allí ir necesitar máquina llegar,sad
5013,"""\""https://t.co/4xfe3RfHWU\\n\\nEl esquema de distribución de información falsa uribista incluye, Perfiles, Sitios de noticias ideológicas a donde suben la información falsa para ser distribuida, Influenciadores y líderes de opinión, así como periodistas y medios de comunicación https://t.co/tnAE78XBHg\""""",esquema distribución información falso incluir perfil sitio noticia ideológico subir información falso ser distribuir líder opinión así periodista medio comunicación,sad
5014,Grand Princess llega a una Oakland ansiosa ahora en el centro de coronavirus pelea de Los Angeles Times Grand Princess llega a una Oakland ansiosa ahora en el centro de Los Ángeles coronavirus luchar timesabc noticias primer co ... Twitter com / ekessa9qfg,grand llegar ansiós ahora centro coronavirus pelea times grand llegar ansiós ahora centro ángel coronavirus luchar noticia primero,fear
5015,Gbno sindh está luchando con la corona para la seguridad de las personas y el gobierno federal está luchando con gobierno sindh para el ahorro de la cara,luchar corona seguridad persona gobierno federal luchar gobierno ahorro cara,sad
5016,"Bueno, yo he estado tratando desde hace 3 4 últimos días y he perdido la paciencia bloqueo es para todos los demás mercados en línea como Flipkart / tata cliq pero no he dicho mala experiencia de servicio al cliente de ellos incluso durante esta crisis, que los medios ustedes no están contratando suficientes",bueno haber tratar hacer último día haber perder paciencia bloqueo ser demá mercado línea tata no haber decir malo experiencia servicio cliente incluso crisis medio no contratar suficiente,sad
5017,Todas las partes deben detener la carnicería y el trabajo a los ciudadanos Proteger a los conflictos y la amenaza covid19 declarando alto el fuego,parte deber detener carnicería trabajo ciudadano proteger conflicto amenaza covid declarar alto fuego,fear
5018,pls para unos días más y la utilización de badboyshah ‘s canción para la difusión de la conciencia india ...,día utilización canción difusión conciencia indio,happy
5019,"mi nueva cama, literalmente ha roto bajo el peso de esta lockdown los privilegios y los dolores que soportar",nuevo cama literalmente haber romper bajo peso privilegio dolor soportar,sad
5020,"GNT supuestamente tiene muchos ingredientes de la droga hidroxicloroquina un medicamento que se utiliza para los pacientes covid lujo, pero supongo que tendría que beber mucho, así que no sugieren que en un tono más serio, aunque lo que es la estrategia de ahora en adelante los casos van a ser una característica de la vida escolar",supuestamente tener mucho ingrediente droga medicamento utilizar paciente covid lujo suponer tener beber mucho así no sugerir tono serio aunque ser estrategia ahora adelante caso ir ser característica vida escolar,sad
5021,viejos tiempos no volverán es el momento de corona,viejo tiempo no volver ser momento corona,sad
5022,el tiempo de bloqueo de la mañana viendo alrededor de la gente y la actitud cambió esto va a traer de vuelta a la humildad la humanidad en la forma de seguir adelante con nuestra vida pic Twitter com / ypow4vgkr9,tiempo bloqueo mañana ver alrededor gente actitud cambiar ir traer vuelta humildad humanidad forma seguir adelante vida,happy
5023,"""\""Parlamentario andaluz reconoce logros de Cuba ante el inminente inicio de la vacunación masiva a la población.\\n\\n#CubaPorLaVida https://t.co/8GOWF1wYcT\""""",parlamentario andaluz reconocer logro cuba inminente inicio vacunación masivo población,happy
5024,"""\""VIRUS CORONA &amp; COVID 19 https://t.co/KdV1MPUDDo https://t.co/WlvcMhZRbY\""""",virus corona covid,not-relevant
5025,"""\""Debería de prohibirse en la calle.\\nSi yo lo hago bien pq tengo que aguantar que un@ tenga tanto mono como para no poderse esperar a llegar s un sitio y me entre a mi el humo en los ojos?o le entre a una persona mayor.Lo veo hasta en las paradas del bus q eso si está ⛔\\n#COVID19 https://t.co/9kZPdneYI9\""""",deber prohibir calle hacer bien tener aguantar tener mono no poder esperar llegar sitio entrar humo ojo entrar persona mayor ver parada bus si covid,angry
5026,"así que lo que está diciendo es la tasa de mortalidad (mr) para la gripe porcina es 0, 02%, que es cinco veces menos letal que la gripe común, que tiene un 0 al 1% mr coronavirus a nivel mundial tiene un mr del 3% por lo que es 30 veces más letal que la gripe común y 150 veces más letal que la gripe porcina",así decir ser tasa mortalidad gripe porcino ser ser cinco vez menos letal gripe común tener coronavirus nivel mundial tener ser vez letal gripe común vez letal gripe porcino,fear
5027,"""\""Lo bueno de tener el autoestima en la lona es que no me tengo que preocupar porque me agarre covid cogiendo con alguno, xq directamente no hay libido.\""""",bueno tener autoestima lona ser no tener preocupar agarrar covid coger alguno directamente no haber libido,sad
5028,"la mensajería ha sido lamentable, por supuesto, que sería útil que las personas realmente utilizan su cerebro en lugar de caminar alrededor totalmente desorientado",mensajería haber ser lamentable supuesto ser útil persona realmente utilizar cerebro lugar caminar alrededor totalmente desorientado,angry
5029,Warren Bloomberg anclaje regaña por obstrucción democrática en el estímulo coronavirus,anclaje regañar obstrucción democrático estímulo coronavirus,angry
5030,"""\""Cómo se vacuna en CABA/ Cómo se vacuna en la provincia* https://t.co/x1AfEZqyHJ\""""",cómo vacunar cómo vacunar provincia,not-relevant
5031,tenemos un crucero atracado en la costa del norte de California con 21 confirmedcases de coronavirus (1000 de a ensayar) Mañana es para atracar en Oakland estoy en la costa sur de California Tengo curiosidad todavía no está preocupado famosas últimas palabras,tener crucero atracado costa norte california coronavirus ensayar mañana ser atracar costa sur california tener curiosidad todavía no preocupado famoso último palabra,fear
5032,bloqueo 5 es como la parte de un juego de video donde se sabe que están perdiendo por lo que continuar de todos modos,bloqueo ser parte juego video saber perder continuar modos,sad
5033,"""\""La demostración más evidente de la necesidad de una educación accesible y de calidad. https://t.co/1NIGFfUDgA\""""",demostración evidente necesidad educación accesible calidad,not-relevant
5034,"""\""Las autoridades de Alemania han confirmado este martes cerca de mil muertos por coronavirus durante el último día, un importante repunte tras el descenso de las cifras a raíz del fin de semana, según los datos recogidos por el Instituto Robert Koch (RKI) ... https://t.co/QR8X7aYiL1\""""",autoridad haber confirmar martes cerca mil muerto coronavirus último día importante repunte tras descenso cifra raíz fin semana según dato recogido instituto,sad
5035,hemos compilado una lista de eventos del Condado de Orange al sur interrumpidas por las preocupaciones de esta página será actualizada a medida que aprendemos de los cambios,haber compilar lista evento condado sur interrumpido preocupación página ser actualizar medida aprender cambio,fear
5036,día de una manera un _days_21_ways _ways_to_stay_aarogya • es benifit e importancia ー 19 surakshit estancia de pic Twitter com / hckdrxfnvb,día manera to ser importancia estancia,happy
5037,¿Por qué se llama a jamahai Shoab en el debate que es un extremista islamista conocido extendió en corona por vía oral en la televisión de malversación de los medios de comunicación por su dicho programa de odio entre sociedad y Gobierno de la India defienden sus antinationals actúan en Shaheen Bagh,llamar debate ser extremista conocido extender corona vía oral televisión malversación medio comunicación dicho programa odio sociedad gobierno india defender actúar,sad
5038,"""\""Envidiosos.Escarban.\\nMiran.\\nA ver q pueden decir psra ensuciar.Como ellos estan ta sucios.\\nRelato.Trabajen.\\nHagan algo.\\nMIRENSE uds.\\nMentirosos. https://t.co/CTEY2Z6FHJ\""""",envidioso escarbar ver poder decir ensuciar ta sucio trabajen,angry
5039,"""\""Predicción? No , Sentido común. https://t.co/siC2fSV4Rx\""""",predicción no común,not-relevant
5040,"""\""Covid-19: España suma 20.849 casos este fin de semana y 535 muertes https://t.co/QqQblpFrJR\""""",covid sumar caso fin semana muerte,sad
5041,"""\""Alguien va a estar muy tranquilo con esta noticia @AleDeBarbieri 😉😉 https://t.co/cLz603Sudl\""""",alguien ir mucho tranquilo noticia felicidad felicidad,happy
5042,"""\""#RT @lottoactivo: #QuédateEnCasa\\n\\n#lottoresultado del 09/11/2020\\nSorteo N°:9700\\n04:00 PM\\n30 - CAIMÁN\\n\\nhttps://t.co/TQrcF3dZDK\\n#EPatronus #LottoActivo https://t.co/pyCogmJkAg\""""",caimán,not-relevant
5043,Dios hizo todo lo que ha resto vida todo está hecho en China,dios hacer haber resto vida hecho china,happy
5044,"bancos boletín callejera pueden manejar posibles pérdidas de energía, pero se enfrentan a riesgos si es mayor crisis económica provocada por despliega coronavirus (abonados) pic Twitter com / ozpdy1csdj",banco boletín callejero poder manejar posible pérdida energía enfrentar riesgo si ser mayor crisis económico provocado despliega coronavirus abonado,fear
5045,"""\""Pero, alguien se sorprende de todos los trapicheos con las vacunas? En el país del pelotazo inmobiliario, el que en pleno boom tenía un SMI tercermundista, en el país de los chiringuitos políticos, en el que aplaude a una monarquía corrupta...y un largo etc.\""""",alguien sorprender vacuna país pelotazo inmobiliario pleno boom tener tercermundista país chiringuito político aplaudir monarquía corrupto largo etc,angry
5046,usted está fracasado en todos los sectores de empleo como los agricultores economía o la agricultura tejido social de corona linchamiento política exterior etc Twitter com / hbzjqyvhrx,usted fracasado sector empleo agricultor economía agricultura tejido social corona linchamiento política exterior etc,sad
5047,"por lo sabían, pero mla Gobierno de Delhi no hicieron nada para desalojar el lugar porque estaban ocupados en el lanzamiento de obreros migrantes de Delhi fueron los que planeando otro antidisturbios durante el bloqueo ...",saber gobierno no hacer desalojar lugar ocupado lanzamiento obrero migrant ser planear antidisturbios bloqueo,sad
5048,"no pretendo en nombre de la humanidad han escuchado alguna vez esta falta de llorar afridi contra nuestro país es posible que tenga sus propias razones y ur bhajji PAL está twitteando ""panga estera lena"", como si él se siente en corona no lo puede tocar",no pretender nombre humanidad haber escuchar alguno vez falta llorar país ser posible tener propio razón pa l estera lena si sentir corona no poder tocar,sad
5049,nadie dice “dónde estás” más,nadie decir,sad
5050,"""\""👍 on @YouTube: #covid19 vacinas ultimas noticias https://t.co/7gjhaZO4jP\""""",covid ultima noticia,not-relevant
5051,"""\""793 personas han muerto en la #Guajira a causa del covid. @melvisdoloresr\""""",persona haber morir guajira causa covid,sad
5052,demócratas están directamente hacia arriba orando por este coronavirus que empeoran,demócrata directamente hacia arriba orar coronavirus empeorar,fear
5053,Trump instó estímulo económico en la diatriba privada explosivo en triunfo coronavirus realmente no lo entiende estadounidenses quieren ver 2 se preocupa por su salud seguridad no sobre su $$ Y cuanto más se enferman y mueren no hay economía,instar estímulo económico diatriba privado explosivo triunfo coronavirus realmente no entender estadounidense querer ver preocupar salud seguridad no cuanto enfermar morir no haber economía,angry
5054,"en este periodo de bloqueo ver películas profundamente conseguido Siddiki como testigo en Sarfarosh de ratero y, como en Munnabhai MBBS de gran actor",periodo bloqueo ver película profundamente conseguir testigo ratero gran actor,happy
5055,"""\""Sr gober @QuirinoOC\\nAhora que termine la serie del Caribe y empiece mas el repunte del covid 19 nos van a decir que fue por el 14 de febrero?\\nO que fue por el día de la candelaria.\\n@El_Universal_Mx\\n@el_pais\\n@CarlosLoret\\n@AristeguiOnline\\n@SSalud_mx\\n@RTultimahora\\n@lopezobrador_ https://t.co/62oDOsxDN1\""""",sr terminar serie caribe empiece mas repunte covid ir decir ser febrero no ser día candelaria,angry
5056,lo que es una noticia trágica debido a covid19 por favor no se toma a la ligera esta estancia virus en casa N si está fuera de seguir las medidas de distanciamiento n de seguridad social folded_hands señor rip ramo ramo,ser noticia trágico debido covid favor no tomar ligera estancia virus casa si seguir medida distanciamiento seguridad social señor ramo ramo,sad
5057,"así entonces usted debe pensar que deberíamos apagar la economía durante la temporada de gripe, entonces por qué hay personas que mueren a causa de la gripe sea menos importante que los fallecidos por el virus de la corona",así entonces usted deber pensar debeer apagar economía temporada gripe entonces haber persona morir causa gripe ser menos importante fallecido virus corona,angry
5058,gov Illinois cierra Donald Trump para ‘rabietas desde el asiento trasero' en lugar de llevar el coronavirus,cerrar asiento trasero lugar llevar coronavirus,angry
5059,"""\""La #madera, esencial en la nueva #bioeconomía Post Covid19 @aeimmadera https://t.co/FRJp2xhjHy\""""",madera esencial nuevo covid,not-relevant
